 ordergroup |  ordergroupmember   |    item    | exception |    exceptiondate    |                                descr                                 |   source   |   dest    | transmode  
------------+---------------------+------------+-----------+---------------------+----------------------------------------------------------------------+------------+-----------+------------
 700021748  |                     |            |      4072 | 2006-10-30 00:00:00 | Order Status is Auto Approved                                        | 4179001502 | 700011053 | 2599455620
 700021748  | OOPT-DCR100.01-OGM1 |            |      4072 | 2006-10-30 00:00:00 | Order Status is Auto Approved                                        | 4179001502 | 700011053 | 2599455620
 700021748  | OOPT-DCR100.01-OGM1 | 2767205770 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179001502 | 700011053 | 2599455620
 700021748  | OOPT-DCR100.01-OGM1 | 2767205771 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179001502 | 700011053 | 2599455620
 700021748  | OOPT-DCR100.01-OGM1 | 2767205772 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179001502 | 700011053 | 2599455620
 700021748  | OOPT-DCR100.01-OGM1 | 2767205773 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179001502 | 700011053 | 2599455620
 700021748  | OOPT-DCR100.01-OGM1 | 2767205774 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179001502 | 700011053 | 2599455620
 700021748  | OOPT-DCR100.01-OGM1 | 2767205775 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179001502 | 700011053 | 2599455620
 700945269  |                     |            |      4072 | 2006-10-30 00:00:00 | Order Status is Auto Approved                                        | 4179031293 | 700934574 | 2088921445
 700945269  | OOPT-DCR100.02-OGM1 |            |      4072 | 2006-10-30 00:00:00 | Order Status is Auto Approved                                        | 4179031293 | 700934574 | 2088921445
 700945269  | OOPT-DCR100.02-OGM1 | 2767206731 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179031293 | 700934574 | 2088921445
 700945269  | OOPT-DCR100.02-OGM1 | 2767206732 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179031293 | 700934574 | 2088921445
 700945269  | OOPT-DCR100.02-OGM1 | 2767206733 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179031293 | 700934574 | 2088921445
 700945269  | OOPT-DCR100.02-OGM1 | 2767206734 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179031293 | 700934574 | 2088921445
 700945269  | OOPT-DCR100.02-OGM1 | 2767206735 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179031293 | 700934574 | 2088921445
 700945269  | OOPT-DCR100.02-OGM1 | 2767206736 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179031293 | 700934574 | 2088921445
 701868790  |                     |            |      4037 | 2006-10-30 00:00:00 | No Valid Minimums available while Building to Min                    | 4179061084 | 701858095 | 1578387268
 701868790  |                     |            |      4072 | 2006-10-30 00:00:00 | Order Status is Auto Approved                                        | 4179061084 | 701858095 | 1578387268
 701868790  | OOPT-DCR100.03-OGM1 |            |      4072 | 2006-10-30 00:00:00 | Order Status is Auto Approved                                        | 4179061084 | 701858095 | 1578387268
 701868790  | OOPT-DCR100.03-OGM1 | 2767207692 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179061084 | 701858095 | 1578387268
 701868790  | OOPT-DCR100.03-OGM1 | 2767207693 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179061084 | 701858095 | 1578387268
 701868790  | OOPT-DCR100.03-OGM1 | 2767207694 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179061084 | 701858095 | 1578387268
 701868790  | OOPT-DCR100.03-OGM1 | 2767207695 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179061084 | 701858095 | 1578387268
 701868790  | OOPT-DCR100.03-OGM1 | 2767207696 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179061084 | 701858095 | 1578387268
 701868790  | OOPT-DCR100.03-OGM1 | 2767207697 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 4179061084 | 701858095 | 1578387268
 702792311  |                     |            |      4072 | 2006-10-30 00:00:00 | Order Status is Auto Approved                                        | 4179090875 | 702781616 | 1067853091
 702792311  | OOPT-DCR100.04-OGM1 |            |      4072 | 2006-10-30 00:00:00 | Order Status is Auto Approved                                        | 4179090875 | 702781616 | 1067853091
