    item    |    dest    |   source   | soq |      arrivdate      | transmode  |    ordercovdate     |     mincovdate      |   orderpointdate    | orderpointssqty | orderpointprojoh | status |    adjskucovdate    | orderuptoleveldate  | orderuptolevelssqty | orderuptolevelprojoh | unroundedsoq | delaydur | soqcovdur | systemsoq |       expdate       | restrictedsoqcovdate | soqrestriction | unrestrictedsoq | orderplacedateprojoh | orderpointavailsupply | orderuptolevelavailsupply | orderpointadjreasons | orderuptoleveladjreasons | supporderqty | calcsoqsw | finalunitcost | ordergroup |  ordergroupmember  | orderplacessdisplayqty | orderpointssdisplayqty | orderuptolevelssdisplayqty | sourceinvstatus | unconstrsoq | oh  |       ohpost        |      sourcing      
------------+------------+------------+-----+---------------------+------------+---------------------+---------------------+---------------------+-----------------+------------------+--------+---------------------+---------------------+---------------------+----------------------+--------------+----------+-----------+-----------+---------------------+----------------------+----------------+-----------------+----------------------+-----------------------+---------------------------+----------------------+--------------------------+--------------+-----------+---------------+------------+--------------------+------------------------+------------------------+----------------------------+-----------------+-------------+-----+---------------------+--------------------
 2216058091 | 3623036236 | 4273292637 |  55 | 2006-11-01 00:00:00 | 1749756357 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |              10 |              -45 |      0 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |                  10 |                  -45 |           55 |   -11520 |     12480 |        55 | 1970-01-01 00:00:00 | 1970-01-01 00:00:00  |              0 |              55 |                    2 |                     2 |                         2 |                    0 |                        0 |            0 |         1 |             0 | 3623046931 | OOPT-REC10.01-OGM1 |                      0 |                      0 |                          0 |               1 |           0 |   0 | 2006-10-30 00:00:00 | SOURCING1749756357
 2216058092 | 3623036236 | 4273292637 |  55 | 2006-11-01 00:00:00 | 1749756357 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |              10 |              -45 |      0 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |                  10 |                  -45 |           55 |   -11520 |     12480 |        55 | 1970-01-01 00:00:00 | 1970-01-01 00:00:00  |              0 |              55 |                    2 |                     2 |                         2 |                    0 |                        0 |            0 |         1 |             0 | 3623046931 | OOPT-REC10.01-OGM1 |                      0 |                      0 |                          0 |               1 |           0 |   0 | 2006-10-30 00:00:00 | SOURCING1749756357
 2216058093 | 3623036236 | 4273292637 |  67 | 2006-11-01 00:00:00 | 1749756357 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |              10 |              -57 |      0 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |                  10 |                  -57 |           67 |   -11520 |     12960 |        67 | 1970-01-01 00:00:00 | 1970-01-01 00:00:00  |              0 |              67 |                    2 |                     2 |                         2 |                    0 |                        0 |            0 |         1 |             0 | 3623046931 | OOPT-REC10.01-OGM1 |                      0 |                      0 |                          0 |               1 |           0 |   0 | 2006-10-30 00:00:00 | SOURCING1749756357
 2216058094 | 3623036236 | 4273292637 |  67 | 2006-11-01 00:00:00 | 1749756357 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |              10 |              -57 |      0 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |                  10 |                  -57 |           67 |   -11520 |     12960 |        67 | 1970-01-01 00:00:00 | 1970-01-01 00:00:00  |              0 |              67 |                    2 |                     2 |                         2 |                    0 |                        0 |            0 |         1 |             0 | 3623046931 | OOPT-REC10.01-OGM2 |                      0 |                      0 |                          0 |               1 |           0 |   0 | 2006-10-30 00:00:00 | SOURCING1749756357
 2216058095 | 3623036236 | 4273292637 |  55 | 2006-11-01 00:00:00 | 1749756357 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |              10 |              -20 |      0 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |                  10 |                  -20 |           45 |   -11520 |     27540 |        30 | 1970-01-01 00:00:00 | 1970-01-01 00:00:00  |              0 |              30 |                    2 |                     2 |                         2 |                    0 |                        0 |            0 |         1 |             0 | 3623046931 | OOPT-REC10.01-OGM2 |                      0 |                      0 |                          0 |               1 |           0 |   0 | 2006-10-30 00:00:00 | SOURCING1749756357
 2216058096 | 3623036236 | 4273292637 |  45 | 2006-11-01 00:00:00 | 1749756357 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |              10 |              -30 |      0 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |                  10 |                  -30 |           41 |   -11520 |     18080 |        40 | 1970-01-01 00:00:00 | 1970-01-01 00:00:00  |              0 |              40 |                    2 |                     2 |                         2 |                    0 |                        0 |            0 |         1 |             0 | 3623046931 | OOPT-REC10.01-OGM2 |                      0 |                      0 |                          0 |               1 |           0 |   0 | 2006-10-30 00:00:00 | SOURCING1749756357
 2216059052 | 3623959757 | 4273322428 | 380 | 2006-11-01 00:00:00 | 1239222180 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |              10 |              -45 |      0 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |                  10 |                  -45 |          380 |   -11520 |   5256000 |        55 | 1970-01-01 00:00:00 | 1970-01-01 00:00:00  |              0 |              55 |                    2 |                     2 |                         2 |                    0 |                        0 |            0 |         1 |             0 | 3623970452 | OOPT-REC10.02-OGM1 |                      0 |                      0 |                          0 |               1 |           0 |   0 | 2006-10-30 00:00:00 | SOURCING1239222180
 2216059053 | 3623959757 | 4273322428 |  55 | 2006-11-01 00:00:00 | 1239222180 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |              10 |              -45 |      0 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |                  10 |                  -45 |           55 |   -11520 |     12480 |        55 | 1970-01-01 00:00:00 | 1970-01-01 00:00:00  |              0 |              55 |                    2 |                     2 |                         2 |                    0 |                        0 |            0 |         1 |             0 | 3623970452 | OOPT-REC10.02-OGM1 |                      0 |                      0 |                          0 |               1 |           0 |   0 | 2006-10-30 00:00:00 | SOURCING1239222180
 2216059054 | 3623959757 | 4273322428 |  67 | 2006-11-01 00:00:00 | 1239222180 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |              10 |              -57 |      0 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |                  10 |                  -57 |           67 |   -11520 |     12960 |        67 | 1970-01-01 00:00:00 | 1970-01-01 00:00:00  |              0 |              67 |                    2 |                     2 |                         2 |                    0 |                        0 |            0 |         1 |             0 | 3623970452 | OOPT-REC10.02-OGM1 |                      0 |                      0 |                          0 |               1 |           0 |   0 | 2006-10-30 00:00:00 | SOURCING1239222180
